  1   1.140   0.90863   0.41759   2.17587
  2   2.280   0.75888  -0.65123  -1.16530
  3   3.420  -0.27482  -0.96149   0.28583
  4   4.560  -0.98841  -0.15180   6.51128
  5   5.700  -0.55069   0.83471  -0.65973
  6   6.840   0.52848   0.84894   0.62252
  7   7.980   0.99207  -0.12569  -7.89330
  8   9.120   0.30008  -0.95391  -0.31458
  9  10.260  -0.74145  -0.67101   1.10496
 10  11.400  -0.91933   0.39349  -2.33634
